1a - Average number of hours spent on domestic chores and care work  by sex  age and location

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2013,Male,65 years old and over,All areas,-,2.73,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2013,Male,15 to 24 years old,All areas,-,1.26,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2013,Male,45 to 54 years old,All areas,-,2.4700008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2013,Male,55 to 64 years old,All areas,-,2.4799992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2013,Male,35 to 44 years old,All areas,-,2.8699992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2013,Male,25 to 34 years old,All areas,-,2.2600008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2014,Female,15 years old and over,All areas,-,3.7300008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2014,Female,65 years old and over,All areas,-,3.72,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2014,Female,15 to 24 years old,All areas,-,2.43,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2014,Female,45 to 54 years old,All areas,-,3.7399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2014,Female,55 to 64 years old,All areas,-,3.51,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2014,Female,35 to 44 years old,All areas,-,4.6600008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2014,Female,25 to 34 years old,All areas,-,4.3000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2014,Male,15 years old and over,All areas,-,2.3299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2014,Male,65 years old and over,All areas,-,2.8000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2014,Male,15 to 24 years old,All areas,-,1.14,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2014,Male,45 to 54 years old,All areas,-,2.5099992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2014,Male,55 to 64 years old,All areas,-,2.4499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2014,Male,35 to 44 years old,All areas,-,2.8099992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2014,Male,25 to 34 years old,All areas,-,2.3299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2015,Female,15 years old and over,All areas,-,3.81,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2015,Female,65 years old and over,All areas,-,3.8299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2015,Female,15 to 24 years old,All areas,-,2.2600008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2015,Female,45 to 54 years old,All areas,-,3.96,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2015,Female,55 to 64 years old,All areas,-,3.54,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2015,Female,35 to 44 years old,All areas,-,4.86,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2015,Female,25 to 34 years old,All areas,-,4.44,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2015,Male,15 years old and over,All areas,-,2.34,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2015,Male,65 years old and over,All areas,-,2.82,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2015,Male,15 to 24 years old,All areas,-,1.3099992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2015,Male,45 to 54 years old,All areas,-,2.46,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2015,Male,55 to 64 years old,All areas,-,2.61,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2015,Male,35 to 44 years old,All areas,-,2.6299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2015,Male,25 to 34 years old,All areas,-,2.2699992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2016,Female,15 years old and over,All areas,-,3.8200008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2016,Female,65 years old and over,All areas,-,4.05,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2016,Female,15 to 24 years old,All areas,-,2.1499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2016,Female,45 to 54 years old,All areas,-,3.8899992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2016,Female,55 to 64 years old,All areas,-,3.7000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2016,Female,35 to 44 years old,All areas,-,4.77,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2016,Female,25 to 34 years old,All areas,-,4.3000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2016,Male,15 years old and over,All areas,-,2.3500008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2016,Male,65 years old and over,All areas,-,2.88,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2016,Male,15 to 24 years old,All areas,-,1.2499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2016,Male,45 to 54 years old,All areas,-,2.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2016,Male,55 to 64 years old,All areas,-,2.3299992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2016,Male,35 to 44 years old,All areas,-,2.7499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,840,United States of America,2016,Male,25 to 34 years old,All areas,-,2.2399992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
