13 - Gender gap in wages  by occupation  age and persons with disabilities

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Male,-,-,Managers (isco-08),25,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Male,-,-,Professionals (isco-08),18.6,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Male,-,-,Technicians and associate professionals (isco-08),14.3,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Male,-,-,Clerical support workers (isco-08),11.7,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Male,-,-,Service and sales workers (isco-08),9.1,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Male,-,-,Skilled agricultural  forestry and fishery workers (isco-08),8.5,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Male,-,-,Craft and related trades workers (isco-08),10.3,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Male,-,-,Elementary occupations (isco-08),8.4,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Both sexes,-,-,All occupations (isco-08),11.5,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Both sexes,-,-,Managers (isco-08),23.3,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Both sexes,-,-,Professionals (isco-08),17.2,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Both sexes,-,-,Technicians and associate professionals (isco-08),13.2,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Both sexes,-,-,Clerical support workers (isco-08),10.1,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Both sexes,-,-,Service and sales workers (isco-08),8.3,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Both sexes,-,-,Skilled agricultural  forestry and fishery workers (isco-08),8.5,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Both sexes,-,-,Craft and related trades workers (isco-08),10.2,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2010,Both sexes,-,-,Elementary occupations (isco-08),7.6,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,724,Spain,2006,Female,-,-,All occupations (isco-88),8.9,-,-,Current local currency,Country data,-,Local currency: ESP - Euro(EUR),Repository: Eurostat,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-,-
