5 - Proportion of employed who are contributing family workers  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2012,Female,47.32,-,-,Country data,National,0,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2012,Male,12.46,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2012,Both sexes,21.55,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2013,Both sexes,21.5,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,504,Morocco,2014,Both sexes,22,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,1999,Both sexes,7.84,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2003,Both sexes,8.72,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2008,Female,7.24,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2008,Male,3.42,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2008,Both sexes,4.41,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2000,Both sexes,7.4,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2005,Female,12.94,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2005,Male,4.05,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2005,Both sexes,6.32,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2007,Female,10.28,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2007,Male,3.75,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2007,Both sexes,5.45,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2009,Female,7.41,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2009,Male,3.64,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2009,Both sexes,4.59,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2010,Female,11.71,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2010,Male,3.88,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2010,Both sexes,5.84,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2001,Both sexes,7.87,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2004,Both sexes,3.56,-,-,Country data,National,0,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2006,Female,14.07,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2006,Male,4.38,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2006,Both sexes,6.91,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2011,Female,7.99,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2011,Male,3.14,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2011,Both sexes,4.29,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2002,Both sexes,7.11,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2012,Female,6.92,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2012,Male,3.49,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2012,Both sexes,4.34,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2013,Female,6.29,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2013,Male,2.93,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,788,Tunisia,2013,Both sexes,3.77,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Northern Africa,818,Egypt,1999,Female,21.99,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Northern Africa,818,Egypt,1999,Male,8.91,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Northern Africa,818,Egypt,1999,Both sexes,11.36,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Northern Africa,818,Egypt,2003,Female,25.75,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Northern Africa,818,Egypt,2003,Male,8.96,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Northern Africa,818,Egypt,2003,Both sexes,12.17,-,-,Country data,National,Age coverage - maximum age: 64 years old,0,0,0,0,-,Data reference period: Incomplete year | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Northern Africa,818,Egypt,2008,Female,34.68,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Northern Africa,818,Egypt,2008,Male,9.04,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
